c0,c1,c2,c3,c4,c5,c6,c7,label
0.4112345256035679,0.360143145002548,-0.4177515533566871,0.5311621110157375,-0.3338331122155722,-0.3099722974359084,0.17954689990153194,0.06905845563855152,0.0
-0.4228372698315832,-0.4258698373492552,-0.5221565384680112,0.15914178259428696,0.5437747186533707,-0.449869026440566,-0.04207855910311082,0.22809269280706898,1.0
0.2836540795810125,-0.38491894951679295,0.33775221724765914,0.19014873546537644,-0.14533368545562958,-0.430586828050017,-0.4540541983830368,-0.4565660433032582,0.0
-0.009178019524522492,-0.28512393656281987,0.419224677050823,0.11162276355808774,-0.6286837867772141,0.5021697864718926,0.1470953217424253,-0.24770204214649846,0.0
-0.25102967200229803,-0.4888123842746682,-0.4518367820476265,-0.3104581932226558,-0.4296755074637909,0.09432388497759332,-0.6252642963125385,0.15176400155885564,1.0
0.2959681845490134,-0.11327659915203586,0.635693313701328,0.11718134915224021,0.04227118963932896,-0.5244303318546772,-0.6229718804349863,-0.1637858293325831,1.0
-0.6084945376563794,-0.020350872808000246,-0.3221547142582862,0.164986843414972,0.6008991496700542,0.39252271021816376,-0.42580534033748163,0.10886628141119653,1.0
-0.575208079542033,0.17407661958639276,0.5278424826943804,-0.08399001087489434,0.3646084119166027,-0.3518866030906708,0.3053725885748412,-0.056081137214494425,0.0
-0.5210756115477198,-0.15442229916659853,0.4730341985525999,-0.10983281487864222,0.19477018645281738,-0.4949667641054088,0.6093090094802058,0.15692153520855767,1.0
0.18459301153851326,0.4664726321204989,0.7959376431691025,0.2509210200812912,-0.3318206182175458,-0.30528256063560705,0.22106951565752112,-0.0983692949346298,1.0
-0.22685562755751973,0.20468842403397927,-0.4633823033427935,-0.12283473018748715,0.5544004520867972,0.3742005337806228,-0.48818327231331926,0.44846274672281966,1.0
0.5010410702092762,-0.1523472646822083,0.47321773983107984,-0.0043849611281838565,-0.1867662656217885,-0.6245090178471241,-0.4345046539139582,-0.3132194982961384,1.0
-0.2135663878122344,0.46294097914592486,-0.40442765071217823,-0.334117481535595,0.4240880271473169,0.061721703389083164,0.34378349069726083,-0.40377161834512254,0.0
-0.42271027956902013,0.576388643325542,-0.006617686696241483,0.23865883358289225,-0.22416130482788132,0.46065190376931503,0.5335562423515537,-0.3081551362332348,1.0
0.2268776394307918,-0.2638656066416986,-0.48796565401691533,0.49507909698921937,-0.3761058037816152,0.3711264235336604,-0.5713815024928272,0.004524080905794193,1.0
0.2519279362821711,0.5310626762427395,-0.50728200462066,0.4231189459108266,-0.33642535284823194,0.32990543054231786,0.39039924528604386,0.2317517904172031,1.0
0.6003630987992129,-0.17703639596315146,-0.11933972028260324,0.31438202614832284,-0.01900325833604463,0.5211984551644037,0.45457777517374376,0.1284302523834304,0.0
