c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,label
0.3453524658512823,0.30857364358618444,0.07652985102064933,0.34652894787093236,-0.30316607412883445,-0.03748766136919492,0.20577490372350893,0.25398652266360133,-0.3204415754012599,-0.22371610349196847,0.23971372314897949,0.09652195976382444,0.33956799551867484,-0.35030945671649955,0.03440480800990791,-0.026262277132317775,0.0
0.4115761373897754,-0.020162089728831763,-0.22831471797946715,-0.37544727032025893,0.299338100520449,0.23751465884925244,-0.28002951310299223,-0.05284760183047532,-0.39319801071059435,0.056295542169759925,-0.372896228396496,0.05296327434017851,-0.3487314798013506,-0.4408756576826378,-0.06472176130025643,0.008940638077749575,1.0
0.20469776387670985,0.2174306973896276,0.4532651666079328,-0.1965801757171953,-0.17416751387994125,0.20700452774688044,-0.2586838394138935,0.3720668400686889,0.4633542330148502,-0.30964577141881067,0.2641493394950183,-0.07649296341461442,-0.332658017221723,0.2434954742997395,-0.19730353891474753,-0.05576375155432777,1.0
-0.02743011265925158,-0.2008115331955174,-0.2912264155427303,-0.4104618484922302,-0.1428140758770432,-0.4054126116448002,0.3333423438238224,-0.1369444538813947,-0.3004531684652805,-0.2765042513540626,0.39813771087817096,-0.12889662847176778,-0.24355517817876693,0.10353330395559927,0.3114307748795124,-0.3035166104077893,1.0
-0.17099644608147077,0.46606345404934113,0.06296687231624831,-0.46719101644117966,-0.11945870012102948,0.09818688212425968,-0.44825157127528636,0.05008021607636814,-0.04081407676782768,0.29460299824754915,-0.15879764414274736,0.18810081088497363,-0.039849242709189624,-0.14002370895632224,-0.1721089425466784,-0.32263422590748075,0.0
0.2148500892397233,-0.2697620943485095,-0.20757951885844095,-0.2550145788024335,0.10695180525299623,0.26524739742139125,-0.25480150182725186,-0.031665814265559374,0.3943083472442805,0.11339661700411807,-0.41505543211986307,-0.0016276753384627733,-0.004048349655620553,-0.46314314128825385,-0.4188003516680905,0.32357617405268546,1.0
-0.26184439038102336,0.4166393299066894,-0.34070027174026435,-0.3164573034425677,-0.05712961001298483,-0.20596089471629253,-0.30413302962761013,0.23337838236664055,-0.2559940558291594,-0.18217258623172558,0.15812868141438768,-0.2827635377903873,-0.331682588077198,-0.2172300700995123,0.17976602759759755,0.40716514969321643,1.0
0.16553266746132672,-0.3555123494425755,0.4131976040851005,-0.36086938862515155,0.22169920951708003,0.3496814318648921,0.09518434194089531,0.2551042410333979,0.24406528126934082,0.14618906904784496,-0.46528969290308225,-0.27867576272892086,0.14840344256308338,-0.226906671056245,-0.22631183962696244,-0.0993176787827016,1.0
-0.1901917937698488,-0.1261512679222175,-0.19026008875830558,-0.38515393613010357,-0.08117525909069127,0.1597515481493072,0.24033530298628406,0.32150148644468285,-0.4795154813798237,0.34296207425382835,-0.22502917928767976,-0.240236803172607,0.4797139211305103,0.16990025197239497,-0.1390614477369881,-0.2142350985224185,1.0
-0.29548403028180315,-0.013442570445538347,0.22662271960128347,0.39284309385940847,0.3158986127440481,-0.08855700516931274,-0.034376439206899034,-0.10624907065483698,-0.359771718129845,-0.30318069040121937,0.09138529850992443,0.39917749510134287,0.01640866856227163,-0.4421360286531232,0.01710680507441959,-0.040320340221826456,0.0
0.15317827463300815,-0.285790066137822,0.19954704878857563,-0.3772018837026546,0.016434491963444663,0.003711832426045416,-0.13387647601840177,-0.10745608070099578,-0.09871412499001064,-0.08958968907174664,-0.513684702054416,-0.06323120494790767,0.18792661751236955,-0.31078763941754045,0.005233932737629349,0.5152017706596794,0.0
-0.014465857646285862,-0.13723477455866684,0.0880319270084106,-0.0874444672214627,-0.006863703299789492,0.5213654301605055,-0.07499548557090904,-0.07803307233827737,0.11967830471844793,-0.2823507402311658,0.3249494074075306,0.475021612513321,-0.24591467042426524,0.3527310881231247,0.47943056852319593,0.22792387461260624,1.0
-0.28102543488508336,0.032500047838485355,-0.3673551891452448,-0.0024655183845206908,-0.37769205427209984,-0.03640857732748339,-0.3246282838189177,0.350494205487686,0.3481221885729153,0.006936859271408282,0.3871679720497969,-0.12197885110171375,-0.21725601631158714,0.314665987473564,0.30317059940851776,-0.3141076653533704,1.0
-0.34732899482796986,0.14019575248194707,-0.29271149889629133,-0.08321492562968516,0.1441987288825921,0.3666289221473043,-0.29175082147969905,0.3167056222154209,0.3459726399029476,0.36739246723126034,0.11279031391895933,0.14262784699875306,-0.11374225349611061,0.14916159489474742,-0.04767345350869326,0.3182358433245244,0.0
