c0,c1,label
-0.44756307236529724,-1.536127369802041,1.0
-1.0488465127959294,1.208271903420674,1.0
-1.226877546889639,1.0270206837927183,1.0
-1.1093684167105675,1.1529534752127204,1.0
0.837339192006079,0.5466837088578794,0.0
0.9923384250801025,-0.12354938328272548,0.0
0.5857098157349625,-0.8105208274632529,0.0
1.291431454320587,-0.9445659314158088,1.0
-1.5978654247509563,0.08262012094790722,1.0
0.2389320810145632,1.5820592468874388,1.0
1.1920973629724825,1.0671943952223761,1.0
-0.9940486884760875,-1.253741283095907,1.0
-0.8324004343810142,-0.5541746266677128,0.0
0.7846988274944511,0.6198772056857986,0.0
0.9979751800226809,0.06360456004641264,0.0
1.5977920245552122,-0.08402765180437188,1.0
-0.025432202865401352,-0.9996765492185026,0.0
-1.5979842380592817,0.08028932005003855,1.0
-0.605436967998034,-0.7958932577810593,0.0
0.795297282130906,1.3883451418992305,1.0
0.9218381499993442,0.38757505751245996,0.0
0.08197597959403448,1.5978986009035738,1.0
-0.6956880047094115,1.440839408158813,1.0
0.42055131301970816,0.9072687546242292,0.0
0.35350557710447944,1.5604594858425607,1.0
1.2774679960119162,-0.9633667625392205,1.0
-0.9431493280558594,-1.2924663806025214,1.0
0.9932607300793901,1.2543656253589528,1.0
-1.5598519826713446,-0.3561766305588782,1.0
0.8711485920750749,0.4910194808005224,0.0
0.6258138110035869,-1.4725342352411257,1.0
-0.22528611038834978,-0.9742926503192397,0.0
-0.9153096585356382,0.40275082742481555,0.0
-0.909542696138084,-1.3163328165406594,1.0
-0.6507204767075295,-0.7593173652653583,0.0
0.05261588451858015,1.5991346311978638,1.0
0.8626660232300294,0.5057739933651061,0.0
-0.18264930728911136,1.5895405721612794,1.0
0.9253561762882538,-0.37909886178302105,0.0
-1.0049621360934018,1.2450104838990663,1.0
-1.0686793298501056,1.1907663456577573,1.0
-0.999382526911232,0.03513637580230591,0.0
-1.2660076273160914,0.9783786013489263,1.0
0.8670203080709381,0.49827280218026726,0.0
0.5563171096977798,-1.5001704148054342,1.0
0.3564133175570814,-1.5597979186638105,1.0
0.9991043871298029,0.04231339761802378,0.0
1.587164290809217,0.20226100459573526,1.0
1.0839247490937627,1.1769057474165143,1.0
-1.3151104422405526,0.9113092365985646,1.0
-0.9968206417716193,-1.2515384964666558,1.0
-0.662232417730255,-1.4565192154266766,1.0
0.9535750801646948,-1.2847935890596967,1.0
-1.5927567316031128,-0.15207233125381503,1.0
1.1274195623379575,-1.1353083856193826,1.0
0.8315961847080747,0.555380757299867,0.0
-1.4144523376868716,0.7478800601781975,1.0
-0.7506432160450816,-1.4129878846633814,1.0
0.9410600887115614,-0.33823942619716607,0.0
-0.6428238115621646,0.7660140646807282,0.0
0.02415527070590087,-1.5998176530145942,1.0
-1.5430168585739092,0.42320086738652263,1.0
0.9760456045711883,0.21756603089008103,0.0
-0.9549862974349574,-0.2966499143965342,0.0
-0.9294660251587445,0.3689077229817832,0.0
-0.9693426623696997,0.24571284644890398,0.0
1.394874942732401,0.7837881691740964,1.0
-0.6850322478685034,1.4459359665559972,1.0
1.5558340449818513,-0.37333687800083587,1.0
-1.1010740714329115,1.1608772067786293,1.0
0.9911818758864933,-0.13250844846322918,0.0
0.914940115677506,-0.4035896241530895,0.0
-0.890337829509924,-0.45530050444026254,0.0
-0.4461653097930936,-0.89495056642098,0.0
-1.3152102872309839,0.9111651334208268,1.0
-0.04050347103113785,0.9991793977231666,0.0
-1.338812265728641,0.8761174105874983,1.0
0.8059124564972416,-1.3822102273035684,1.0
-0.12839664857908717,1.5948398981194503,1.0
-1.5503327119114094,0.39556097175709204,1.0
-1.5933226654950419,-0.14602357213742884,1.0
-0.3628775522736842,-0.9318368323133936,0.0
-0.17528858282165224,1.5903691121033434,1.0
0.9993214703429819,-0.03683203648375476,0.0
0.9257499445341916,1.3049854559323415,1.0
0.9646912068670741,-0.2633835138981711,0.0
1.4555396728393788,-0.6643826162616193,1.0
1.5992351471935464,-0.049466594595104274,1.0
0.7430874335988303,1.4169760287413136,1.0
0.6767112078850429,-0.7362485593349344,0.0
0.9935539754182273,-0.11336003674415672,0.0
0.958652706120168,0.28457861663954764,0.0
-0.5278369354748222,-0.8493457302821673,0.0
1.2950026007315731,-0.9396639101819663,1.0
-0.5639175399284221,0.8258311014735861,0.0
0.6889554068529952,0.7248037302387618,0.0
-0.5362926563343069,0.8440321005518054,0.0
-0.26170312634003345,-0.9651484205363715,0.0
1.2773886007456854,0.9634720352376507,1.0
