c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,label
0.16477066988064468,0.15314189997005007,-0.140660930050001,0.18096005742378626,-0.09444393838303618,-0.19894067951613137,0.10950086985917434,-0.20282764972416134,0.029923745403168018,-0.11928308716468929,0.1548087611495893,-0.05246003131738908,0.1407415671692489,0.02672647323820511,-0.023095723099949495,-0.1064064926562847,0.09189872234780734,-0.08785852110077712,0.15939427637050468,0.16569596875486292,-0.027307120972735032,-0.04777111136424877,0.17081683207908352,-0.03534143733890798,0.15380336587736798,0.1488554602810323,-0.1529647479662791,0.1163182341958717,0.13566445846824043,0.1813805949926669,-0.09092966520261593,-0.11039078747947371,0.08513752799982828,-0.175239946143964,0.11463342169156877,-0.18776575921942024,-0.04917206577164877,-0.17758646227976588,0.0781403652179659,0.16921307905185104,-0.18307594650034173,-0.16484238717839433,-0.18131184801745245,-0.017787480046539773,-0.13724716362087558,-0.03912525252922665,-0.09870208707135597,-0.06240629409531114,0.10431431779063696,-0.03242096649413492,-0.134349197775622,-0.04971062422899297,-0.11820704109606128,0.11092220550375571,0.001157360814873394,-0.011755425534427145,-0.16811813345193063,0.08205773948783555,0.05320826898028646,0.1827315394942896,-0.018571012934574013,-0.19031328696362157,0.1199604320510783,-0.007930764831098763,0.0
0.06288357147885526,-0.006994178050443768,0.05165551415962011,0.1701760583008611,-0.11992235582377597,0.06964847725318424,0.08329190912987838,-0.049498604385449216,-0.06441037571186259,-0.027653736099476668,0.11695339324096046,-0.19185657834764047,-0.18546796842994945,0.2060831395004595,-0.09083781216412898,-0.08668944272757571,-0.05928807836540675,0.13472005512528099,0.17222879865195787,-0.06386213302451568,0.008491975383303235,0.038314314272879756,-0.10730936975834046,-0.13441038071664285,-0.034300934779500275,-0.19435522580318731,0.11576470531549665,0.1697859523392505,-0.1326005135298749,-0.09251171475982917,0.1818437418131918,-0.003683362228111395,0.12347607419420811,-0.11323445156290783,0.1349263566556397,0.16425093609870353,-0.008285680859616135,0.10059871233914679,0.15637991064030504,0.03697280658330043,-0.01703820794282947,0.08418661217450042,-0.11077802736454959,0.18810380690645853,-0.17326337814917595,-0.2041640708840222,-0.05156341845660712,0.18826560755444666,0.12389889339340196,0.1898956137359173,-0.17814843317008097,0.147584826724945,0.0424082414773336,0.15476850811075943,-0.03846200825668017,0.06625767501391014,-0.19588224977757307,0.16333401749780285,0.09446496307946367,-0.16419381301670186,0.06852864331526974,-0.15877438308022396,0.04006703445593855,0.13300836955970063,0.0
-0.07673133507172238,0.13640905468032727,-0.005342228413688104,-0.0070911202542714175,0.1310976706607222,0.021480163646914636,-0.05386728277012911,0.17183153116564825,0.021291225364411775,-0.05600284912889809,-0.03173227726509079,-0.1181007315194779,0.01153897667766377,-0.1738733515559387,0.15139444879882125,0.018658243588126046,-0.17743056770315066,-0.13583901502526927,-0.16715584287603222,0.056117410080907745,0.1443098061630647,-0.04283492597411035,-0.11683375223218095,-0.12306412064221553,0.02549665383151002,-0.055984758201895614,-0.1917312188483638,0.14133747730725144,-0.17308001184163838,-0.05767699573353286,0.14942784115644359,-0.11646731517317363,0.148792689594069,0.09118601745373014,0.073330565646823,0.007299544060984936,0.000363759549448795,-0.0925758876826244,0.05189400144337842,-0.1819263922619757,0.18527203195023767,-0.003571994830491383,-0.203551583301954,0.043365515953611995,-0.19655956792611423,-0.20786403389989103,0.19792372325622892,-0.06442339550211698,0.07217327204106423,0.10969872555958872,-0.134642039282706,0.029819172687647992,-0.06347432032772128,-0.18058584193262378,0.19660532213733672,-0.16085393723371857,-0.20541647832656232,-0.07983518849249066,0.12058081983018833,0.14028760089909928,0.1869870431053516,0.10056453231418411,-0.08120972463383899,-0.18984059077131027,0.0
0.14714732432339023,0.11702693591164788,0.20381873305310685,0.1519256302331516,0.07036367134220448,-0.15327172785286627,0.04386053973847485,0.19922285270310142,0.16664151973668317,0.05542244125542092,-0.030359305391768128,-0.004202546173541674,-0.04454868787984784,-0.12254934923140968,-0.1592858241514466,-0.04697580709422334,0.16384103640904746,0.08113845344810605,0.10764686007290517,0.15190582994546356,0.1045059460033819,0.14218957363934231,-0.1450098693906176,-0.18430876723869055,-0.04483100013402091,0.10628122019197557,-0.15775864670363876,-0.12950674368849577,0.18543305545464406,0.19839395065304002,-0.11111620097902461,0.16299625504875384,0.09928635544361478,-0.17303954578389572,0.11370744347210066,-0.09418264127289759,0.019711906645231127,-0.04390459218148458,-0.029147169466567164,-0.15357794890667426,0.13630753504389145,0.05575586122039867,-0.021976898566867693,-0.1892626434747615,-0.19144647537223866,0.1639369777761698,0.010801746636495309,0.029139236685886905,0.08210557181700222,0.07759613551171568,-0.173753687278485,-0.1356485522725324,0.06895372496373009,0.13073749792153005,0.08237692195490236,0.01859274680102634,-0.07064172593325799,-0.12798607962912192,-0.11168783480693045,0.17854686654030774,-0.17718288690227318,0.17684160092295223,0.03761772098866896,-0.027977783756977417,0.0
-0.1523234664663655,0.024222919058676497,-0.09338625528754432,-0.04145540170516923,-0.1529338369063817,-0.19391866375408784,-0.19166877338835775,-0.08357170066912824,0.19602046199107204,-0.2005438771646676,-0.1335357138245214,-0.14227848342834967,-0.11271654951791771,0.18679430014318338,-0.07964725950105923,0.06341067464515965,-0.16624195484569232,-0.0962012254179778,0.18605332499915062,0.1871318801138506,-0.0767294452563642,-0.16391299045251684,0.12081101895463642,0.02692078583742615,0.00020418799177627028,0.07001019624858934,-0.15744999404814422,-0.06077234294442902,-0.18198174842378298,0.0393408098073449,0.11684773051433776,-0.19814942772275002,0.013043439737883019,0.06190537099918983,0.09740901977742121,-0.12312397372587382,0.06187381182447189,-0.1959932166631104,0.07333652890371965,0.14839757502482254,0.09999474317620416,-0.08155046124689669,-0.08237922074924539,0.03715940355377898,0.1226108963517284,-0.05112688824110125,0.1283007188434396,0.10719898772910277,-0.1984715232249074,-0.1586280722237846,-0.06543331186200822,0.03736841189166436,-0.08755187878460906,0.028446956849888086,0.18715615865058668,-0.08116706487254675,-0.07840602496871368,0.05116170570659012,-0.0190528478631969,-0.051241895967491,-0.20485332330527145,0.14636766341721802,-0.19778377047507784,-0.08671817622476656,0.0
0.13134842210890138,-0.038070118633503576,-0.1077294642984238,0.004481051193835389,0.2933768758771513,-0.2671886988235473,0.13354563852577672,0.13644627201572518,0.04515750290484733,-0.050359838453597656,0.11190408825109475,-0.2991636013118074,0.1323391884730169,0.21276791369706027,0.23964676002037424,0.039789271390062275,-0.28088999836162476,0.08437984571534626,-0.02121564539580559,-0.12266729046288735,0.1587700726456448,0.2723557372191244,-0.28589859489560865,0.06385687110555066,0.2305460238968309,-0.249877546845608,0.12519984359234557,-0.09647220087063128,-0.16170176542747372,0.010371900014248935,0.07122004015696154,-0.07816769459814273,-0.07844484826350094,0.24567311950213166,0.2505697427746245,-0.14099600052884884,0.12340503271927018,0.13214778281666545,0.15598728201116568,-0.12496729615101702,-0.22484058586203312,-0.011380155508636646,-0.2154315140654588,-0.17234287069790902,-0.23267119260345942,-0.2966266412768503,0.1712949374942924,0.23119937675757946,0.15704702336120918,-0.2216342780636787,-0.04697384885446735,-0.24106017793188117,0.11120297731133183,0.31171407880148394,0.0029747882887133544,0.3051319098491983,0.3023391682740211,-0.07145936849778936,0.12140907523825296,-0.057994943955754656,-0.030296632567782332,0.07781287420437893,0.09635335942764231,-0.038555101673341495,1.0
0.17579613965826213,-0.06324273224275978,0.13212763352420348,-0.055123593846993446,-0.10868122351134639,0.025825235516411603,-0.1983704725273353,0.012563469875670018,-0.03864436855529376,0.1336464870931423,0.1882923592736779,-0.1907000022412148,0.09159221907193209,-0.11711331499572684,0.04570741292596654,0.10169363843168717,-0.02809383558195639,0.16596743074857778,-0.1290767870051627,0.15540451376751624,-0.0502597411210404,0.19354555183005612,-0.16301963215962206,-0.18230520856994697,0.0031059331548452126,-0.13736163990704983,0.04309902437370161,0.10263669589068988,-0.13116182016691522,0.14738396316683286,-0.15083349671101984,-0.149613793732832,-0.10913011972725706,0.06143036996460713,0.14706764709110196,0.02912581574160628,-0.03715544677909952,0.03471023474338066,0.20440003965625758,0.03174837738911191,0.08221426437351953,-0.01561562794053181,0.05948191305106652,0.20883915082322502,0.03174077473471193,-0.03650005263306562,-0.06148141631546657,0.18443557703666452,-0.2170504832823333,0.08746700645084617,0.030534405203748484,-0.04872527052629204,0.0005734671083344406,-0.051332557366793354,-0.18223311420400465,0.2197661649422819,0.03457695241887234,0.1345108495883194,0.16769463967969286,-0.18678027302083125,-0.13091391400878727,0.13610087363806647,0.20312268225344793,0.05812151240725967,0.0
-0.24542651520254977,0.12904486394437262,-0.1060489277025336,-0.17365760961621438,-0.1730264851734668,-0.22927516538461234,-0.21042403994087575,-0.22651029883501297,0.09572425197403704,-0.1956429341473017,0.06562028874839763,0.008736307597371462,-0.24883371798226828,-0.14417902437818716,-0.00021073249250052098,0.16237262954086404,-0.010773607780565684,0.2531575031625011,0.09118364179738864,0.18306685274892084,0.0836158993401029,-0.19938464025026145,-0.03568201974661402,0.31542380730457115,-0.02380766480574677,0.28030375339786573,0.28628170774511197,0.04208445465795722,-0.31962073860102086,-0.151901277441352,-0.23413541811525224,-0.10678168026778105,-0.19165204909116446,0.04097164438754184,-0.3008788671850916,-0.20033875474858467,-0.167069135301274,-0.02043847488732599,0.059813762892104536,0.10369249259734381,-0.13600128731229572,-0.10344194849849928,-0.18524175125999168,-0.2772724115914246,-0.06005381660524617,-0.13789818012153546,0.0005544321458396199,0.11076603718250846,0.08779741454006011,0.32361639392965824,-0.0673077132490339,-0.23673457350360622,0.05235639871822232,-0.14850669204932954,0.2741529093584249,0.019630098540925733,0.08918610190104574,0.3000790814733435,-0.00885895967146251,-0.07607740203192757,0.2520785004465573,-0.038456470688063724,0.03089890301347283,0.2542716082366747,1.0
-0.11020684980972754,-0.1919165139730375,0.08437837400136926,0.1749735155671343,0.26229421232374434,0.00970805933723862,0.23651432619211737,-0.07068959894596345,-0.10664560797426499,0.12975060806757394,-0.25481179517385927,0.24834234700468955,-0.03383703073666137,0.13443484086298704,0.0303114804779994,-0.06597775175486884,0.15964740167365907,0.15631835166098948,0.003027897727266082,0.26504406607578085,0.1692220271480468,-0.1699910461139853,-0.22224802048776648,0.0010137818937276783,0.23382579304165657,0.2832417478223213,-0.28262472184350673,0.23488475704765413,-0.12017778282843358,0.18519313383536257,0.2849329079811487,-0.05978074500918094,0.11529039789088621,0.014705488846749276,-0.2475705452733826,-0.020502807359656577,0.10720482853728383,0.1639992274210978,-0.15621912285241213,-0.039840835026015514,0.12037506455923945,0.12977849927616222,-0.2305285564444848,0.29011035898526544,0.032855292197753384,-0.04066050609463153,0.0821700383732209,0.2204239862625186,0.18889286931323293,0.27268772208278486,-0.27702811566568586,-0.29423672115904087,0.2506793775226697,-0.24033274278334135,0.02307229675832136,0.04415990701796977,-0.18392779741406837,-0.01544929281508569,0.14256887351461114,-0.01415248874618204,0.12239796174656684,-0.09431846121477784,0.10449964972545168,0.2854064781091874,1.0
0.10108649764714689,-0.2022037810078297,-0.16800442620260808,-0.20243055631915144,0.008992211171903812,-0.1876090048159981,0.11484829473364681,0.19463826471554613,0.19155676199366578,-0.17604809869917956,-0.05342843242769501,0.11774939803626347,-0.16642025816509318,-0.006776127994285415,-0.16945502072077376,0.18691472063635767,-0.05711975177088109,0.2582053320453693,-0.00559530662530203,0.10475270850848938,0.2598330647741999,0.113786446063821,-0.21422603167948612,-0.14657459883395205,0.03078771758218765,-0.028380337251176724,0.22541048916922904,-0.16244287077303754,0.01261958215910622,-0.11349261448533574,-0.005326719208229493,0.2985129821441148,0.22636770897623032,0.13489587239767417,0.07587662727173593,-0.21726521433882146,0.08838328075315283,-0.20268084420909455,0.10057364500709244,0.13585114067301365,0.17721424998794133,-0.08403458753443915,0.23009232827192067,-0.12071559697918885,0.07678773615966099,-0.20636627554810524,0.22931969723338114,-0.15126401414649404,0.2414564137026189,0.019334789864176118,-0.05892228033333441,-0.20793097706272398,0.3115538533712041,-0.11250598189877335,-0.25955513180120476,0.26095665860219336,-0.30061911222929716,0.3088155956344072,-0.08984945860117155,0.2752635976075931,0.003033803972271865,0.1520814870480196,-0.011191981844074769,-0.30728162045431995,1.0
