c0,c1,c2,c3,c4,c5,c6,c7,label
0.3741366586598176,0.4827848627721309,0.5686125214812495,-0.4206390989777115,0.09827373590144632,-0.15696552150921006,-0.2703435850512298,0.13892994515898763,0.0
-0.6940984493430815,0.9688459941911838,0.7647800550150219,0.2543051023670551,0.07257452534821822,0.7697709425355617,-0.7493151587554444,-0.10352580199267032,1.0
0.05842918728339156,-0.5563232721358591,0.08955837220808122,-0.5970917812857384,0.42206964488382953,0.2027529088833067,0.2792566789116467,0.15910791850863018,0.0
0.28627801793006885,-0.43482422913555047,-0.14409225494301034,-0.3094037907037972,0.3324618386297634,-0.3514319657475505,-0.3703059277339482,-0.49124100171005103,0.0
-0.4832690628886532,0.47420731150382506,-0.41951552777109175,0.12417906511999253,0.3300730548584667,-0.15941073417679322,-0.46173356530095944,-0.051057137365740794,0.0
-0.7979343654321752,0.6839665735619578,0.2440981995402422,-0.536073719983991,0.2124359048780507,-0.6287701725106299,-0.7140807557189687,-0.915499449059052,1.0
0.11096827440221722,0.19986929833384823,0.19094455582488856,1.0910784277381427,0.7925336906285637,1.0379043550490497,-0.15694805304454604,-0.4804566103400372,1.0
-0.2874086532578983,-0.5016899956430233,-0.06817515257404475,0.2971344660879991,0.23549882843000836,0.2741183529988217,0.4507888241249108,-0.4888307870211091,0.0
-0.4479973844604163,-0.13714691161270415,-0.31377494520307025,-0.2703553939066628,0.2575571529433087,0.4463771093947173,-0.4402792943946146,0.3866629604754512,0.0
0.16067442848565322,-0.16954405031120584,-0.7112291539104137,0.3711323357719123,-0.10848101849442898,0.20837233839802424,0.49385430263447583,-0.05266106715219161,0.0
-0.29689025236497346,0.10151536197752183,0.3899913739573744,-0.34442417225442257,0.6758282356701942,-0.18707026018285688,-0.37148243556140864,-0.033033934587406576,0.0
0.6882037814415398,-0.38040020902977023,-0.7212293394787598,-0.43371067124874657,-0.7094142274092827,0.5313059060090327,0.5706594977528016,-0.8956493485250789,1.0
-0.7822191289171639,-0.3517999993319258,0.499311248188698,0.6903687449152655,-1.2192036620181719,0.06602355745600415,-0.3435559493205504,0.41182751045951815,1.0
-0.7060036432884346,-0.8914209155489246,0.18968043118038774,-0.9095923989032012,0.033736636261947756,-0.17599920246227826,-0.4374830050764396,0.9274078656372148,1.0
-0.5250801228942178,-0.14831396457354945,0.19631216350535813,0.43407934010850774,0.1100814901323742,0.32354649350789666,0.555240790344644,0.22413810521888647,0.0
-0.8479315442662755,-0.5075941617185156,-0.8371471159158324,0.7913549068443547,0.3227122366504618,-0.8275741318836128,-0.21484892332125963,0.3179940088358438,1.0
0.09194399108026012,-0.32370578830385344,-0.18086555241142063,-0.4393548795786092,0.3296066053653515,-0.44355907543118517,0.5116406354760495,-0.30635681695698763,0.0
-0.2762263385663564,-0.035006642116557775,0.09098106029022027,0.4448320584524587,0.4930999146372257,-0.2506889095543198,-0.254919654139836,0.5876597196301755,0.0
-0.3897128312755646,0.1599000241841694,0.40250972272163144,0.2598974696374921,-0.39654822051698235,-0.47366593343871394,0.03101597779055037,0.45871910928346127,0.0
-0.4767295405781005,-0.2200638316993476,0.304981592655324,0.6875151549529943,-1.044804444229662,-0.14757908489222019,0.17942225200441345,1.1193845351242635,1.0
-0.19764020766622165,0.35671237354398855,0.756540949251329,0.3407457407843897,-1.013564941513612,1.1380486383148336,0.21018819328918947,0.1363271531410764,1.0
0.27972650561348444,-0.4492992030275642,-0.23023931430457245,0.1237418314311444,0.017689869227513193,0.6761393067986368,-0.1264307576881159,0.4220178851158714,0.0
0.8213344901496453,-0.7005468904283267,-0.33982786902470014,0.5775063151640653,0.7052012062510933,-0.664204645164708,0.08120029732434302,0.8249709963020785,1.0
0.7345019117165013,0.1334272103748883,-0.0727321426034245,-0.1927626430864863,0.055316516669541814,-0.0025738386600228564,-0.3095082476209946,-0.5489943743534073,0.0
0.24273170878110953,0.38057460484315064,0.3413157963667522,-0.43450254076063444,0.12063334526479703,0.4725842637318514,-0.4912483520486524,-0.10836107795927806,0.0
-0.9193193731240837,-0.5525009563985417,0.19382966294535842,0.8808823565696555,-0.16052741659609865,-0.8230515850925537,0.7458122007496122,0.12904308208832915,1.0
0.7654966948760019,-0.8676658406893815,-0.6816718696324414,-0.4421277028441401,0.7071311393339195,-0.022172531796447792,0.1831772235288442,0.8407956891912534,1.0
-0.39051043152664394,0.5651862478950688,-0.15078599480941898,0.4777029143748447,0.6876387948037136,0.7604753382859152,-0.7672049468079407,0.9366730137884438,1.0
-0.9167022432845452,0.5417019568527642,0.847964009585958,0.199892091088271,-0.04027420289699384,-1.0839038148013465,0.25848343359475856,0.3223864154448763,1.0
0.24254852357811213,-0.18544959021480806,-0.3705602251711984,-0.4320379142448747,-0.3953245472401812,-0.028068656711034836,-0.410237274027863,0.5073884658062486,0.0
-0.8016903938523093,-0.3521553998008683,-0.6554141146678429,0.44700216485163125,-0.7963305025263219,0.9442586103154648,0.5328240444528258,-0.1850200933746336,1.0
0.08411172976149466,0.07083612662545836,0.20199033391040885,0.020782550090910994,-0.6824523277035076,0.43463545005131937,0.4729844629804622,0.261365633642885,0.0
0.5396672158170917,0.17050078479734038,0.47720830738843206,0.016651626313037262,-0.29964953774929626,-0.08474734180979013,0.26069034776488526,0.5354925941797414,0.0
0.16922925984603956,-0.20025958146740305,0.3456858235661835,0.4583110843810941,-0.5506099294139023,0.5207272117584171,-0.15993379435209185,-0.04246029852135473,0.0
0.7527226048531631,-0.010607570424400505,-0.8483947491852998,-0.4677149147674208,-0.29538339684349857,0.5892653972047316,-0.9913058279890338,-0.5635538692733815,1.0
-0.02753190864642326,-0.3184405189682532,-0.36621664794661724,-0.23107526530349853,0.49560099337740476,-0.20098627686707776,0.5628276295989787,-0.32792750670172593,0.0
0.424537522233554,-0.18532112511306767,0.17374904472676803,-0.2634491802105101,0.4757525101795058,-0.6585284902068776,-0.001368559986548126,0.16070991068655327,0.0
0.25167080100505734,-0.29203584012617934,-1.1148578822678163,0.002646483705148836,0.28516115893351496,1.2266648776857552,-0.4512831017672998,-0.2424494335315264,1.0
0.07902954200421666,-0.1492368062914155,-1.050821154609775,0.30669196195459314,1.1692085848202325,0.3134807658395384,-0.6475926731138467,-0.3584724159487768,1.0
0.766134815718388,1.0566348263378325,0.08783301451370022,0.13797756765776667,0.8011677071408533,-0.6884041911755457,0.5981519229925178,0.19039982123367913,1.0
-0.8155534920692615,0.7813994199647856,0.27694932074245004,-0.3718495416932601,0.23906439798117632,1.150685970856648,0.27695058256922384,-0.539798874620257,1.0
-0.8354127543938024,0.7215940754096841,-0.509932114130838,-0.54873933345358,-0.5516006820483564,0.6560069230818145,-0.8518015844929194,-0.008219982764474306,1.0
-0.7222825099092702,-0.3407719786264258,0.4710722623578265,-0.4564971393259323,0.6175270350051514,0.716896289175719,0.7144405409109009,-0.8753162314234126,1.0
0.34599289077722617,0.35731026258705356,-0.8971657345230729,-0.7414690726406447,0.8298289651942733,-0.5256334054352292,0.0392940880782954,0.8194418473289902,1.0
-0.46683680849305065,0.02799669270373136,-0.2787331526858478,-0.5774986654259127,-0.14617655761621054,-0.35439626578874167,-0.4575516381525655,-0.11732390924763486,0.0
0.7910251472703198,0.13605714677498768,0.06101808175086415,-0.13126981867310622,-0.25814639669493566,-0.4786433399663323,-0.08279344025528068,0.17949633654307057,0.0
