c0,c1,c2,c3,label
-1.8175379546062427,0.599235521288433,-0.5744490804624788,0.08649177734182802,0.0
0.6369392500747377,0.7950551703499223,1.8874245024033924,1.799951225878466,1.0
0.5179671724838197,1.9612770362063612,1.4704453675689053,1.2501571167152772,1.0
-0.8238078879085708,-1.4510887473385041,0.04630983687736792,2.248007431076592,1.0
1.0060355385610984,-0.5825399536743985,-1.6238055411491945,1.9625991088498642,1.0
-1.014588012493441,0.493018384428708,-1.5273954185877612,2.057816141640704,1.0
-1.452099791334584,-1.5441504277610507,-1.8236458484663436,0.14601873791706313,1.0
1.3665737539353677,0.12694136789406463,0.5260371310282099,2.3832009988567453,1.0
-1.0105507301864711,-0.28960516094859673,-0.55134784395342,1.609637110481565,0.0
0.1287654162267733,-0.7797208438111227,-1.1551630363273306,-1.4286543433642158,0.0
-1.1828704380100028,1.478168922193344,-1.4364240260664312,1.4807161043504906,1.0
-1.361945322787593,-1.1779218310191315,0.8297789997473709,-0.2628153521463103,0.0
1.5130111153858847,-0.7465580297846941,-0.48909504675860793,-0.9561561107470645,0.0
2.0758131380122045,1.014179611773026,-0.7294228756567676,1.4037028886443346,1.0
0.9866399471315588,-1.1058954426374266,0.0065900969520435605,1.342942089332287,0.0
-1.105221737945493,0.8746108865840255,-0.8445000254216951,-1.140333466186188,0.0
0.3884094574812383,1.427800342438573,1.0904301808414152,2.1122230697020568,1.0
-1.164317999925615,-0.013548151411374472,2.430987704237106,0.7579438135446136,1.0
0.4879273442487094,-0.8374145203342204,-1.0964849898755384,1.363225768112329,0.0
0.914223483123005,-1.0802408833968227,-1.054098706899664,-0.941355922516531,0.0
-0.5352274214456555,-1.6345296319664886,1.7300712313690063,-1.374299102795844,1.0
0.2140769295604735,1.343226051449378,0.4559835093195801,-1.3935544058867144,0.0
0.07577099442668735,0.7348448634677167,-1.5413500826006445,1.0385093672691115,0.0
1.2667850823303028,0.7843286800205763,-1.3219730231234414,-0.18019823255641815,0.0
2.121709038463368,0.452843818526056,-1.6363752916402703,0.6749512108551345,1.0
1.9780117433530886,-0.12306336673520528,-0.9441606907418264,-1.7380694868108664,1.0
0.6266797912614561,0.05653571552141568,-1.38915700279857,1.2939547803809346,0.0
-1.517130147181393,-1.3252709303690873,-1.0053113725507776,-1.664728843341188,1.0
0.8263163961498384,0.8735954772550429,1.0015525297339056,-1.245361267165914,0.0
-0.17273143673041613,2.0552091037908355,-1.869260946944778,0.3035504944608516,1.0
0.961828939686846,0.4620170137413513,2.252008937531344,1.2766679737008162,1.0
0.16350254768998596,0.9540228753276109,2.109315678138121,-1.5664911874029932,1.0
-1.7750551314119172,-1.0195259635198675,-1.2953398138726546,1.404222509701886,1.0
