c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,label
-0.024908393013495324,0.10541478124196732,-0.49983423406293037,0.5699568513300741,-0.4842571634220368,0.3768797787711758,-0.2512180435944617,0.09540348659259343,-0.6398757217876313,0.2582380939538053,0.17750948104908534,-0.019647368197512442,-0.21323591115627205,0.13663974494047867,0.3583683685841699,0.1887611222764824,-0.05966626209938435,0.5261232368399906,-0.41810512708884534,-0.4822120548755438,-0.652867436319725,0.3570742764652906,0.5565857180427094,0.20457698691524054,-0.4622765418008797,-0.49170046995607236,-0.2988130886719156,0.01458534229659343,-0.046290002410774696,-0.21783204087788383,-0.18250702773905608,-0.08745094926888661,0.0
0.18627839042386282,-0.7049255374216548,0.7408518915802044,0.009194253193978688,0.7136364093520027,0.04158112415910227,-0.5046521555376566,-0.5933703823358533,0.7796157183216649,-0.6101001506096944,-0.20142348315413774,-0.4250723044163261,-0.17162984202684725,0.5738362829485221,-0.15869758380882334,-0.7329306755803109,-0.7866798804962378,0.731232773351769,0.0939995555941263,0.6501294467700899,-0.21569170717231267,-0.6399983357640595,-0.4875457088029835,0.16877886243891732,-0.5388920667383703,0.49685363891570505,-0.21863279642702313,-0.3329166880886464,0.28791308357904705,0.5408954998478244,-0.37486723617759665,0.00040932446228486384,1.0
0.1017243683757946,0.6852709441075447,-0.23339435583910265,-0.3676062252412882,0.4362819487046885,0.7303732734994078,-0.2533754237424062,0.4408776279413812,-0.6046878184461268,0.3221207065859077,0.5886977884756986,-0.10640679078816523,-0.0637965869361943,-0.619213784805542,0.318649324969045,0.5997629825067758,0.6296294567068279,-0.5921202576317152,-0.034120101356940526,-0.5891003102677878,-0.09817767889306904,-0.5118495327909663,-0.7107071002880913,-0.44789001651482735,-0.8266513955195215,-0.4783669540911725,-0.5122882364763534,-0.1628096040457281,0.4342463366051823,0.7487260954885097,-0.6703137163629821,0.19961807260126482,1.0
-0.6731169404554543,-0.5364611391512607,-0.6265276708738204,0.31346149523085537,-0.6695746589145526,-0.46397499035258,-0.520962914047977,-0.028435946421472333,-0.7461283697735009,-0.15332663642175703,-0.3246041247139709,-0.13712001133206578,0.6670762930859863,0.5984947253114641,0.5945666778737513,0.530806075164033,0.4799676560877143,0.5265895048407568,-0.47292950441344556,0.7371556230673195,-0.13334933970375007,-0.7494903891161965,0.34339411168225,-0.252031236318379,0.4524198997128036,0.4893506533945999,-0.5175583035245757,-0.5517406190353067,-0.43817523948419257,-0.15253885483248852,-0.2521525460980143,-0.4457738484124843,1.0
-0.06376194819381506,0.34458099301473394,0.6088875318499966,0.36824855964441344,0.40263788902223396,-0.04068041337705767,-0.351580640928393,-0.19350303726038742,0.00020601138917513158,0.15703942727742917,0.0327688227696144,0.5425676317267707,0.1281977416649269,0.3205376766586431,-0.3835910669208955,-0.06937056962038848,-0.3064293588190159,0.34718776276353785,-0.537944093784258,0.22233154953420045,-0.5729443301163145,0.5599104936503301,-0.14604598860020113,-0.5492617645237223,0.32611117193887934,0.34889245507539696,-0.18880457799837178,0.16041589541814372,-0.25598276703552497,-0.40371738196622103,0.2494417047032633,-0.5971157402920776,0.0
0.19089619947113462,-0.1489047629779551,-0.0942936540653887,-0.4091126896973767,-0.3276955871389863,0.17852290636719634,0.39695616538430567,-0.4211617859830872,-0.5459148180129573,-0.45795355736636517,0.39852226424575987,0.5141491503109471,-0.5666191960021456,-0.1430753475480045,-0.2995829550989556,-0.24106790144394913,0.35582556126634735,0.027470001610509526,-0.47968538037707603,0.24126808408897574,0.23807210107217802,0.21142817939845562,-0.5413870446589784,0.4670630536398843,-0.4533385904049669,-0.34502677348492505,-0.21397078805458614,-0.37299830459480493,0.2659325061197054,0.012432120411563467,0.34133386739692767,0.3813830750029991,0.0
0.22454214434117278,-0.5794956150012284,0.5767150877982242,0.5898160031230079,0.2931852033444354,0.16779927139626438,-0.41901811296729347,0.11316973849216727,-0.3202875834605743,-0.014610987003762333,0.7527614887226489,-0.6817357349990111,-0.6199860239008023,-0.5288831929617578,-0.2661842752629876,0.518912855251618,-0.7372510874286006,-0.25433607509604045,-0.6701126805203395,-0.5803035725066303,0.5927944213866492,0.24514549823291343,-0.3678133420129608,0.7893702267974527,0.6595329076301658,-0.5546172260857034,0.3433705551722,-0.28006845121634133,0.45735106822454846,-0.3189085401611544,0.011004655769855447,0.7200741317494977,1.0
0.12996860479651323,0.4025633918270885,0.5169356473798162,0.44616369231068825,-0.530566872010737,0.11908298320046717,-0.06522995840201884,0.0962320458396672,0.22204817568503296,0.4141796881982701,0.11168320737475747,0.3749609519336199,0.28891755712184275,-0.26401457110001164,0.12446376960212684,0.37299865518783576,-0.4846221371936582,0.46978899453402456,-0.46906413996612567,-0.04738354210751374,0.5799148398232782,0.402559111637361,0.4469815576875149,-0.40109159690948726,-0.26278587188930674,0.17492525922671628,0.18330017681587915,0.08791430953620713,-0.40690951193395863,0.4414800333411296,0.5680187353120322,0.053818216234337954,0.0
0.5194306827745638,0.2881677566646935,0.19626826190420804,0.08844261704667324,-0.40453961253573745,-0.20498111560205112,0.41171557186615376,0.36860747822438994,0.0878532553664889,0.2985613482604912,-0.47893763148335533,0.05447038076408318,-0.2778645483170102,-0.5461157005699584,0.5116554540141103,-0.5754055084024474,-0.17035798492004653,-0.3874689705274998,-0.07993307586766792,-0.5635343483196577,-0.1346090393845565,0.31990621305003386,-0.03134086516431812,-0.0034821541544107428,-0.4838273716375723,-0.44062990098870797,-0.5131458661592382,0.15561332301716158,0.3235018686414472,-0.027243010869805073,-0.40322655929018975,-0.4288174954192059,0.0
0.013383929226223864,0.5335522151433038,-0.6235167093549577,0.6442806530401286,-0.3646372805626753,-0.5808865929207491,0.7558127936230729,-0.3644898743475347,-0.5919453443090036,0.034417578360401394,-0.42550439330849404,0.28822285803286274,0.7927622712895055,-0.3713880005573893,0.028322319889907657,0.747090771026043,-0.4433660637183981,-0.3815611090865623,-0.6522556991571165,-0.7158036443303574,0.3981428740637902,-0.8459255056688474,-0.28024231791553067,-0.5481926596244179,-0.20724927879493396,0.21441726026766852,-0.7838871246220734,0.09578140392186443,-0.6001591537966141,0.03700222953500305,-0.1552241292942901,0.06595858124951019,1.0
